'(32, 39, [25], 2)' 2
'(8, 41, [42], 1)' 1
'(33, 10, [8], 2)' 2
'(32, 13, [11], 2)' 2
'(7, 17, [43], 2)' 2
'(5, 15, [0], 2)' 2
'(28, 12, [40], 2)' 2
'(37, 42, [30], 1)' 1
'(31, 18, [13], 2)' 2
'(34, 12, [4], 2)' 2
'(6, 9, [30], 2)' 2
'(9, 24, [32], 2)' 2
'(26, 25, [34], 2)' 1
'(8, 16, [36], 2)' 2
'(30, 32, [21], 2)' 2
'(4, 16, [25], 1)' 1
'(10, 1, [39], 2)' 2
'(15, 29, [9], 1)' 1
'(22, 24, [3], 1)' 1
'(26, 41, [4], 2)' 2
'(42, 36, [16], 2)' 2
'(12, 0, [36], 2)' 2
'(2, 1, [7], 2)' 1
'(3, 1, [43], 2)' 2
'(29, 25, [31], 2)' 2
'(6, 34, [37], 1)' 1
'(22, 34, [3], 1)' 1
'(35, 39, [1], 2)' 2
'(25, 39, [16], 1)' 1
'(7, 0, [20], 2)' 2
'(30, 19, [11], 2)' 2
'(12, 27, [38], 1)' 1
'(18, 9, [25], 2)' 2
'(12, 35, [7], 2)' 2
'(12, 27, [8], 1)' 1
'(40, 25, [43], 2)' 2
'(37, 42, [12], 2)' 2
'(7, 6, [21], 2)' 1
'(0, 5, [9], 2)' 2
'(41, 42, [21], 2)' 1
'(23, 29, [5], 1)' 1
'(13, 32, [5], 2)' 2
'(4, 2, [24], 2)' 2
'(11, 4, [13], 2)' 2
'(19, 35, [11], 2)' 2
'(28, 32, [0], 1)' 1
'(8, 1, [32], 2)' 2
'(9, 28, [41], 2)' 2
'(25, 41, [0], 2)' 2
'(31, 40, [43], 1)' 1
'(37, 17, [43], 2)' 2
'(28, 7, [29], 2)' 2
'(13, 25, [27], 1)' 1
'(28, 32, [38], 1)' 1
'(18, 16, [20], 2)' 2
'(7, 25, [41], 2)' 2
'(16, 27, [39], 2)' 2
'(11, 16, [33], 1)' 1
'(32, 37, [24], 2)' 2
'(34, 8, [37], 2)' 2
'(2, 5, [21], 1)' 1
'(16, 28, [35], 1)' 1
'(3, 19, [34], 2)' 2
'(14, 22, [34], 2)' 2
'(25, 23, [34], 2)' 2
'(43, 18, [14], 2)' 2
'(33, 19, [35], 2)' 2
'(14, 35, [12], 2)' 2
'(10, 30, [37], 2)' 2
'(31, 34, [11], 1)' 1
'(24, 38, [2], 2)' 2
'(37, 1, [39], 2)' 2
'(24, 25, [17], 2)' 1
'(22, 24, [25], 1)' 1
'(24, 21, [9], 2)' 2
'(2, 16, [35], 1)' 1
'(36, 38, [8], 1)' 1
'(7, 0, [9], 2)' 2
'(32, 11, [37], 2)' 2
'(12, 43, [5], 1)' 1
'(16, 30, [14], 2)' 2
'(21, 42, [11], 1)' 1
'(27, 29, [43], 2)' 2
'(19, 20, [29], 1)' 1
'(32, 43, [6], 2)' 2
'(20, 37, [8], 1)' 1
'(24, 26, [28], 1)' 1
'(26, 29, [17], 1)' 1
'(33, 40, [43], 2)' 2
'(8, 12, [36], 2)' 2
'(23, 29, [2], 1)' 1
'(5, 12, [28], 2)' 2
'(12, 34, [1], 1)' 1
'(19, 43, [13], 2)' 2
'(8, 11, [21], 2)' 2
'(19, 40, [6], 2)' 2
'(37, 42, [8], 1)' 1
'(16, 42, [43], 2)' 2
'(19, 5, [30], 2)' 2
'(16, 40, [14], 1)' 1
'(1, 7, [24], 2)' 2
'(42, 31, [12], 2)' 2
'(28, 30, [36], 2)' 2
'(15, 10, [4], 2)' 2
'(10, 16, [23], 1)' 1
'(33, 5, [39], 2)' 2
'(4, 27, [35], 1)' 1
'(16, 17, [28], 1)' 1
'(12, 22, [9], 2)' 2
'(31, 26, [24], 2)' 2
'(9, 13, [29], 1)' 1
'(15, 22, [41], 2)' 2
'(16, 24, [4], 2)' 2
'(9, 11, [42], 2)' 2
'(28, 39, [4], 2)' 2
'(23, 30, [20], 2)' 2
'(13, 0, [41], 2)' 2
'(14, 6, [37], 2)' 2
'(11, 19, [32], 2)' 2
'(10, 17, [31], 2)' 2
'(13, 36, [7], 2)' 2
'(6, 0, [11], 2)' 2
'(41, 31, [1], 2)' 2
'(42, 36, [22], 2)' 2
'(14, 40, [2], 2)' 2
'(3, 6, [14], 1)' 1
'(21, 23, [25], 1)' 1
'(38, 21, [11], 2)' 2
'(21, 24, [40], 1)' 1
'(30, 17, [11], 2)' 2
'(22, 30, [16], 1)' 1
'(15, 11, [22], 2)' 2
'(13, 0, [28], 2)' 2
'(28, 10, [29], 2)' 2
'(30, 18, [34], 2)' 2
'(12, 37, [7], 1)' 1
'(16, 10, [33], 2)' 2
'(20, 41, [10], 2)' 2
'(33, 34, [10], 2)' 1
'(10, 14, [18], 1)' 1
'(20, 42, [16], 1)' 1
'(30, 34, [40], 2)' 2
'(0, 5, [19], 2)' 2
'(8, 29, [36], 1)' 1
'(37, 35, [8], 2)' 2
'(35, 27, [6], 2)' 2
'(39, 8, [1], 2)' 2
'(8, 11, [16], 2)' 2
'(5, 37, [39], 2)' 2
'(23, 33, [14], 1)' 1
'(7, 26, [38], 1)' 1
'(17, 20, [8], 2)' 2
'(0, 9, [42], 2)' 2
'(12, 10, [18], 2)' 2
'(43, 42, [8], 2)' 1
'(37, 17, [12], 2)' 2
'(0, 10, [15], 2)' 2
'(31, 19, [36], 2)' 2
'(19, 31, [18], 1)' 1
'(25, 12, [33], 2)' 2
'(25, 40, [6], 1)' 1
'(30, 32, [10], 1)' 1
'(30, 3, [1], 2)' 2
'(25, 0, [33], 2)' 2
'(43, 38, [21], 2)' 2
'(1, 6, [7], 2)' 2
'(21, 22, [1], 1)' 1
'(30, 37, [12], 2)' 2
'(18, 12, [43], 2)' 2
'(10, 8, [41], 2)' 2
'(1, 28, [30], 1)' 1
'(42, 9, [3], 2)' 2
'(12, 19, [27], 1)' 1
'(41, 14, [6], 2)' 2
'(5, 34, [36], 1)' 1
'(30, 37, [5], 1)' 1
'(32, 26, [37], 2)' 2
'(8, 13, [27], 2)' 2
'(31, 42, [10], 2)' 2
'(30, 35, [28], 1)' 1
'(10, 13, [26], 2)' 2
'(32, 38, [42], 1)' 1
'(26, 38, [5], 2)' 2
'(20, 18, [38], 2)' 2
'(0, 2, [3], 1)' 1
'(43, 20, [5], 2)' 2
'(11, 12, [30], 1)' 1
'(10, 19, [24], 1)' 1
'(19, 37, [6], 1)' 1
'(25, 30, [11], 1)' 1
'(4, 6, [19], 2)' 2
'(21, 36, [0], 2)' 2
'(2, 40, [0], 1)' 1
'(8, 38, [42], 1)' 1
'(42, 30, [14], 2)' 2
'(33, 13, [37], 2)' 2
'(16, 17, [35], 1)' 1
'(17, 35, [11], 2)' 2
'(14, 16, [32], 2)' 2
'(9, 22, [1], 2)' 2
'(14, 24, [27], 2)' 2
'(2, 27, [42], 1)' 1
'(4, 7, [31], 1)' 1
'(32, 36, [15], 1)' 1
'(3, 14, [35], 1)' 1
'(11, 2, [18], 2)' 2
'(25, 26, [41], 1)' 1
'(36, 37, [39], 2)' 1
'(21, 31, [39], 1)' 1
'(10, 35, [8], 2)' 2
'(35, 43, [23], 2)' 2
'(20, 12, [4], 2)' 2
'(5, 25, [26], 2)' 2
'(26, 43, [11], 1)' 1
'(43, 24, [5], 2)' 2
'(2, 23, [32], 1)' 1
'(8, 22, [36], 2)' 2
'(39, 5, [43], 2)' 2
'(23, 7, [38], 2)' 2
'(17, 15, [33], 2)' 2
'(25, 20, [19], 2)' 2
'(38, 22, [17], 2)' 2
'(14, 34, [43], 2)' 2
'(1, 4, [13], 1)' 1
'(2, 26, [40], 1)' 1
'(8, 30, [38], 2)' 2
'(11, 17, [4], 2)' 2
'(2, 13, [16], 2)' 2
'(9, 16, [3], 2)' 2
'(11, 7, [19], 2)' 2
'(1, 7, [34], 1)' 1
'(41, 4, [43], 2)' 2
'(6, 8, [0], 1)' 1
'(16, 19, [40], 2)' 2
'(32, 38, [41], 1)' 1
'(7, 4, [18], 2)' 2
'(37, 15, [5], 2)' 2
'(1, 14, [38], 1)' 1
'(30, 39, [4], 2)' 2
'(3, 4, [25], 1)' 1
'(0, 4, [33], 2)' 2
'(34, 40, [9], 1)' 1
'(29, 18, [1], 2)' 2
'(21, 10, [38], 2)' 2
'(13, 15, [6], 1)' 1
'(32, 33, [25], 2)' 1
'(24, 41, [2], 1)' 1
'(21, 33, [34], 1)' 1
'(25, 11, [8], 2)' 2
'(29, 42, [17], 2)' 2
'(8, 6, [30], 2)' 2
'(5, 41, [4], 2)' 2
'(29, 35, [15], 2)' 2
'(32, 34, [9], 2)' 2
'(33, 15, [39], 2)' 2
'(1, 11, [37], 1)' 1
'(2, 27, [30], 1)' 1
'(8, 16, [5], 2)' 2
'(4, 13, [29], 2)' 2
'(27, 23, [42], 2)' 2
'(14, 32, [41], 1)' 1
'(30, 32, [1], 1)' 1
'(9, 18, [34], 1)' 1
'(24, 17, [13], 2)' 2
'(8, 28, [5], 1)' 1
'(1, 3, [30], 1)' 1
'(33, 1, [41], 2)' 2
'(0, 4, [35], 1)' 1
'(32, 14, [33], 2)' 2
'(6, 28, [0], 2)' 2
'(18, 20, [15], 2)' 2
'(8, 12, [31], 2)' 2
'(17, 27, [15], 1)' 1
'(40, 42, [19], 2)' 2
'(38, 28, [41], 2)' 2
'(5, 0, [39], 2)' 2
'(25, 32, [16], 1)' 1
'(35, 41, [2], 1)' 1
'(18, 7, [41], 2)' 2
'(23, 11, [2], 2)' 2
'(32, 26, [25], 2)' 2
'(4, 9, [32], 1)' 1
'(18, 16, [23], 2)' 2
'(29, 7, [36], 2)' 2
'(22, 30, [20], 2)' 2
'(22, 14, [10], 2)' 2
'(23, 11, [40], 2)' 2
'(25, 29, [37], 1)' 1
'(27, 15, [38], 2)' 2
'(13, 30, [37], 2)' 2
'(25, 6, [3], 2)' 2
'(26, 42, [15], 1)' 1
'(37, 23, [7], 2)' 2
'(29, 14, [13], 2)' 2
'(25, 43, [24], 1)' 1
'(39, 26, [41], 2)' 2
'(42, 40, [33], 2)' 2
'(20, 24, [26], 1)' 1
'(31, 10, [36], 2)' 2
'(31, 40, [8], 1)' 1
'(17, 10, [28], 2)' 2
'(14, 24, [3], 1)' 1
'(19, 0, [39], 2)' 2
'(43, 25, [16], 2)' 2
'(42, 32, [29], 2)' 2
'(5, 40, [1], 1)' 1
'(11, 9, [22], 2)' 2
'(13, 16, [37], 2)' 2
'(5, 7, [4], 1)' 1
'(20, 35, [40], 1)' 1
'(11, 37, [40], 2)' 2
'(17, 27, [34], 1)' 1
'(4, 14, [17], 2)' 2
'(27, 41, [26], 2)' 2
'(16, 20, [1], 2)' 2
'(34, 19, [0], 2)' 2
'(16, 22, [2], 1)' 1
'(13, 8, [29], 2)' 2
'(6, 14, [16], 1)' 1
'(27, 11, [6], 2)' 2
'(33, 38, [28], 1)' 1
'(6, 21, [36], 2)' 2
'(4, 21, [35], 1)' 1
'(4, 5, [35], 2)' 1
'(33, 39, [24], 2)' 2
'(5, 10, [42], 2)' 2
'(19, 11, [5], 2)' 2
'(27, 35, [22], 1)' 1
'(34, 42, [5], 2)' 2
'(32, 43, [26], 1)' 1
'(39, 41, [34], 2)' 2
'(27, 31, [42], 1)' 1
'(40, 43, [27], 2)' 2
'(28, 35, [42], 1)' 1
'(42, 18, [6], 2)' 2
'(0, 11, [32], 1)' 1
'(11, 20, [29], 2)' 2
'(8, 24, [7], 2)' 2
'(30, 6, [42], 2)' 2
'(32, 31, [13], 2)' 1
'(41, 43, [8], 1)' 1
'(40, 39, [20], 2)' 1
'(23, 41, [42], 1)' 1
'(6, 8, [35], 2)' 2
'(4, 8, [41], 2)' 2
'(21, 22, [3], 2)' 1
'(22, 42, [11], 2)' 2
'(15, 17, [8], 2)' 2
'(9, 19, [36], 2)' 2
'(8, 17, [40], 2)' 2
'(36, 4, [40], 2)' 2
'(30, 17, [40], 2)' 2
'(36, 30, [26], 2)' 2
'(17, 24, [31], 1)' 1
'(0, 3, [13], 1)' 1
'(17, 18, [27], 1)' 1
'(18, 42, [13], 1)' 1
'(37, 13, [0], 2)' 2
'(6, 16, [41], 2)' 2
'(11, 13, [38], 1)' 1
'(21, 22, [36], 2)' 1
'(10, 17, [24], 1)' 1
'(6, 14, [0], 1)' 1
'(18, 22, [1], 1)' 1
'(26, 1, [34], 2)' 2
'(27, 35, [38], 2)' 2
'(12, 21, [2], 2)' 2
'(25, 32, [40], 1)' 1
'(40, 32, [14], 2)' 2
'(32, 36, [30], 2)' 2
'(34, 40, [21], 2)' 2
'(33, 36, [13], 2)' 2
'(38, 10, [39], 2)' 2
'(7, 11, [15], 1)' 1
'(8, 35, [1], 2)' 2
'(19, 36, [41], 1)' 1
'(5, 27, [29], 2)' 2
'(32, 39, [30], 2)' 2
'(15, 30, [40], 1)' 1
'(29, 33, [37], 2)' 2
'(12, 31, [35], 1)' 1
'(25, 26, [43], 2)' 1
'(9, 27, [8], 2)' 2
'(12, 1, [37], 2)' 2
'(30, 35, [9], 1)' 1
'(19, 34, [8], 1)' 1
'(19, 29, [20], 3)' 1
'(25, 15, [26], 2)' 2
'(7, 14, [23], 2)' 2
'(37, 33, [12], 2)' 2
'(31, 43, [12], 2)' 2
'(9, 19, [28], 1)' 1
'(1, 2, [8], 1)' 1
'(5, 8, [43], 2)' 2
'(2, 40, [41], 1)' 1
'(23, 5, [25], 2)' 2
'(20, 41, [12], 1)' 1
'(24, 30, [9], 2)' 2
'(19, 38, [0], 2)' 2
'(0, 27, [30], 2)' 2
'(12, 20, [8], 2)' 2
'(31, 11, [0], 2)' 2
'(35, 38, [20], 1)' 1
'(18, 9, [1], 2)' 2
'(16, 9, [0], 2)' 2
'(10, 5, [35], 2)' 2
'(15, 7, [6], 2)' 2
'(35, 7, [0], 2)' 2
'(13, 8, [42], 2)' 2
'(24, 35, [38], 1)' 1
'(16, 38, [9], 1)' 1
'(14, 18, [24], 2)' 2
'(4, 39, [2], 1)' 1
'(34, 22, [17], 2)' 2
'(20, 27, [8], 2)' 2
'(3, 5, [20], 1)' 1
'(34, 18, [15], 2)' 2
'(12, 21, [42], 2)' 2
'(28, 14, [9], 2)' 2
'(8, 9, [6], 2)' 1
'(9, 19, [37], 2)' 2
'(29, 31, [39], 1)' 1
'(28, 40, [7], 2)' 2
'(38, 41, [32], 2)' 2
'(29, 40, [25], 2)' 2
'(29, 34, [9], 1)' 1
'(29, 34, [23], 1)' 1
'(19, 24, [9], 1)' 1
'(28, 23, [40], 2)' 2
'(32, 33, [22], 2)' 1
'(3, 42, [0], 1)' 1
'(27, 43, [4], 1)' 1
'(22, 24, [0], 2)' 2
'(22, 42, [17], 1)' 1
'(1, 30, [42], 2)' 2
'(28, 36, [26], 1)' 1
'(7, 11, [6], 2)' 2
'(2, 11, [33], 2)' 2
'(17, 39, [2], 1)' 1
'(4, 10, [12], 2)' 2
'(40, 8, [43], 2)' 2
'(42, 33, [18], 2)' 2
'(32, 37, [30], 2)' 2
'(17, 9, [4], 2)' 2
'(37, 22, [39], 2)' 2
'(17, 32, [39], 1)' 1
'(39, 5, [40], 2)' 2
'(33, 17, [16], 2)' 2
'(16, 17, [7], 2)' 1
'(35, 38, [24], 1)' 1
'(27, 28, [22], 2)' 1
'(5, 37, [1], 2)' 2
'(41, 40, [30], 2)' 1
'(17, 31, [16], 2)' 2
'(14, 16, [7], 2)' 2
'(20, 32, [43], 1)' 1
'(11, 17, [7], 2)' 2
'(14, 21, [31], 1)' 1
'(25, 38, [24], 1)' 1
'(41, 23, [3], 2)' 2
'(27, 29, [19], 1)' 1
'(31, 24, [3], 2)' 2
'(1, 5, [30], 1)' 1
'(27, 19, [8], 2)' 2
'(18, 9, [29], 2)' 2
'(2, 14, [31], 1)' 1
'(25, 34, [13], 2)' 2
'(25, 41, [42], 2)' 2
'(33, 41, [22], 2)' 2
'(37, 26, [13], 2)' 2
'(28, 33, [9], 2)' 2
'(30, 35, [23], 1)' 1
'(15, 17, [7], 2)' 2
'(27, 14, [2], 2)' 2
'(28, 24, [25], 3)' 1
'(16, 30, [41], 1)' 1
'(12, 17, [37], 1)' 1
'(12, 32, [33], 1)' 1
'(30, 17, [8], 2)' 2
'(4, 7, [16], 1)' 1
'(30, 42, [14], 1)' 1
'(7, 31, [36], 1)' 1
'(22, 19, [24], 2)' 2
'(37, 41, [20], 2)' 2
'(3, 10, [23], 2)' 2
'(41, 38, [30], 2)' 2
'(7, 19, [20], 1)' 1
'(21, 19, [13], 2)' 2
'(30, 40, [1], 1)' 1
'(30, 31, [0], 1)' 1
'(35, 42, [31], 2)' 2
'(27, 30, [3], 2)' 2
'(18, 33, [4], 1)' 1
'(39, 19, [18], 2)' 2
'(36, 42, [14], 2)' 2
'(5, 6, [38], 1)' 1
'(14, 11, [6], 2)' 2
'(43, 37, [28], 2)' 2
'(21, 14, [13], 2)' 2
'(43, 23, [14], 2)' 2
'(14, 26, [8], 2)' 2
'(37, 22, [5], 2)' 2
'(23, 38, [39], 1)' 1
'(17, 40, [3], 2)' 2
'(24, 31, [9], 1)' 1
'(28, 10, [36], 2)' 2
'(26, 42, [3], 1)' 1
'(8, 26, [27], 1)' 1
'(19, 12, [20], 2)' 2
'(32, 36, [23], 1)' 1
'(10, 16, [20], 2)' 2
'(12, 1, [22], 2)' 2
'(9, 11, [19], 2)' 2
'(17, 26, [39], 1)' 1
'(2, 34, [1], 1)' 1
'(19, 16, [26], 2)' 2
'(24, 20, [31], 2)' 2
'(9, 24, [38], 2)' 2
'(4, 11, [13], 1)' 1
'(2, 9, [32], 2)' 2
'(29, 13, [11], 2)' 2
'(17, 19, [31], 2)' 2
'(12, 5, [13], 2)' 2
'(6, 23, [33], 2)' 2
'(3, 9, [34], 2)' 2
'(20, 18, [1], 2)' 2
'(22, 16, [13], 2)' 2
'(17, 19, [37], 1)' 1
'(40, 24, [42], 2)' 2
'(5, 14, [24], 2)' 2
'(11, 34, [4], 2)' 2
'(6, 37, [41], 2)' 2
'(9, 37, [5], 2)' 2
'(4, 27, [42], 1)' 1
'(2, 18, [38], 1)' 1
'(32, 35, [31], 2)' 2
'(28, 13, [33], 2)' 2
'(7, 1, [16], 2)' 2
'(40, 17, [0], 2)' 2
'(27, 37, [25], 1)' 1
'(1, 3, [39], 1)' 1
'(26, 27, [36], 1)' 1
'(8, 37, [7], 1)' 1
'(36, 8, [5], 2)' 2
'(33, 39, [0], 2)' 2
'(42, 43, [5], 1)' 1
'(26, 13, [30], 2)' 2
'(1, 9, [35], 1)' 1
'(21, 23, [32], 1)' 1
'(0, 12, [26], 1)' 1
'(6, 9, [27], 2)' 2
'(10, 4, [40], 2)' 2
'(34, 30, [14], 2)' 2
'(24, 12, [43], 2)' 2
'(35, 31, [38], 2)' 2
'(16, 6, [5], 2)' 2
'(26, 29, [9], 2)' 2
'(16, 7, [41], 2)' 2
'(30, 21, [2], 2)' 2
'(13, 16, [26], 1)' 1
'(29, 43, [6], 1)' 1
'(6, 22, [27], 1)' 1
'(19, 16, [22], 2)' 2
'(5, 13, [24], 2)' 2
'(41, 25, [19], 2)' 2
'(15, 16, [33], 1)' 1
'(17, 20, [4], 2)' 2
'(25, 17, [14], 2)' 2
'(23, 9, [25], 2)' 2
'(12, 19, [6], 2)' 2
'(31, 18, [11], 2)' 2
'(3, 40, [43], 1)' 1
'(7, 27, [42], 1)' 1
'(18, 11, [30], 2)' 2
'(8, 18, [20], 2)' 2
'(12, 16, [7], 2)' 2
'(12, 2, [28], 2)' 2
'(7, 39, [4], 2)' 2
'(6, 9, [11], 2)' 2
'(2, 28, [41], 2)' 2
'(13, 26, [32], 1)' 1
'(8, 26, [40], 2)' 2
'(31, 15, [1], 2)' 2
'(34, 11, [41], 2)' 2
'(8, 9, [15], 1)' 1
'(23, 30, [4], 2)' 2
'(5, 34, [42], 1)' 1
'(34, 10, [5], 2)' 2
'(14, 3, [32], 2)' 2
'(20, 21, [12], 1)' 1
'(25, 10, [9], 2)' 2
'(0, 14, [41], 2)' 2
'(29, 30, [25], 2)' 1
'(2, 4, [29], 2)' 2
'(29, 36, [12], 2)' 2
'(24, 27, [12], 2)' 2
'(1, 3, [20], 1)' 1
'(42, 26, [17], 2)' 2
'(25, 36, [15], 1)' 1
'(3, 4, [1], 1)' 1
'(30, 36, [19], 1)' 1
'(14, 0, [35], 2)' 2
'(9, 10, [37], 2)' 1
'(15, 35, [9], 2)' 2
'(20, 29, [8], 1)' 1
'(36, 40, [33], 2)' 2
'(25, 28, [20], 2)' 2
'(6, 11, [39], 2)' 2
'(7, 9, [18], 1)' 1
'(5, 11, [26], 1)' 1
'(12, 25, [10], 2)' 2
'(6, 8, [18], 2)' 2
'(2, 13, [20], 1)' 1
'(27, 26, [43], 2)' 1
'(17, 14, [5], 2)' 2
'(15, 10, [37], 2)' 2
'(14, 15, [21], 2)' 1
'(23, 10, [35], 2)' 2
'(17, 20, [25], 2)' 2
'(37, 39, [24], 2)' 2
'(28, 9, [29], 2)' 2
'(5, 10, [31], 1)' 1
'(30, 20, [14], 2)' 2
'(2, 8, [32], 2)' 2
'(21, 38, [5], 1)' 1
'(29, 23, [10], 2)' 2
'(23, 43, [2], 2)' 2
'(32, 24, [3], 2)' 2
'(16, 23, [1], 2)' 2
'(35, 14, [10], 2)' 2
'(31, 32, [5], 1)' 1
'(11, 21, [41], 2)' 2
'(11, 24, [41], 2)' 2
'(16, 36, [42], 2)' 2
'(9, 29, [41], 2)' 2
'(30, 43, [26], 2)' 2
'(29, 33, [36], 2)' 2
'(8, 19, [41], 1)' 1
'(17, 0, [30], 2)' 2
'(28, 37, [4], 2)' 2
'(29, 30, [21], 2)' 1
'(33, 11, [35], 2)' 2
'(5, 9, [21], 2)' 2
'(0, 25, [35], 2)' 2
'(38, 43, [12], 1)' 1
'(17, 8, [26], 2)' 2
'(10, 25, [37], 2)' 2
'(3, 17, [36], 1)' 1
'(34, 36, [33], 2)' 2
'(1, 8, [43], 2)' 2
'(8, 11, [23], 2)' 2
'(27, 35, [2], 2)' 2
'(4, 7, [14], 2)' 2
'(18, 31, [38], 1)' 1
'(17, 43, [12], 1)' 1
'(2, 8, [13], 1)' 1
'(31, 27, [20], 2)' 2
'(33, 41, [1], 1)' 1
'(36, 15, [4], 2)' 2
'(13, 8, [2], 2)' 2
'(14, 39, [8], 2)' 2
'(0, 5, [37], 1)' 1
'(34, 38, [16], 1)' 1
'(15, 17, [23], 1)' 1
'(12, 26, [4], 1)' 1
'(31, 36, [14], 2)' 2
'(32, 5, [4], 2)' 2
'(27, 41, [25], 2)' 2
'(3, 16, [22], 1)' 1
'(28, 24, [21], 2)' 2
'(16, 21, [27], 1)' 1
'(3, 30, [37], 2)' 2
'(2, 3, [19], 1)' 1
'(42, 24, [10], 2)' 2
'(30, 9, [39], 2)' 2
'(4, 2, [31], 2)' 2
'(30, 35, [40], 2)' 2
'(17, 4, [34], 2)' 2
'(32, 36, [1], 1)' 1
'(3, 15, [24], 1)' 1
'(16, 17, [4], 2)' 1
'(12, 36, [3], 1)' 1
'(11, 13, [17], 2)' 2
'(7, 23, [4], 2)' 2
'(21, 17, [37], 2)' 2
'(9, 5, [11], 2)' 2
'(7, 26, [37], 1)' 1
'(24, 29, [43], 2)' 2
'(7, 30, [31], 1)' 1
'(23, 18, [29], 2)' 2
'(26, 4, [43], 2)' 2
'(30, 34, [41], 1)' 1
'(29, 30, [16], 2)' 1
'(24, 10, [9], 2)' 2
'(6, 28, [39], 2)' 2
'(19, 22, [2], 1)' 1
'(14, 34, [4], 1)' 1
'(18, 23, [28], 1)' 1
'(15, 40, [14], 1)' 1
'(32, 40, [3], 1)' 1
'(23, 25, [33], 2)' 2
'(28, 37, [38], 1)' 1
'(18, 35, [38], 2)' 2
'(3, 24, [33], 2)' 2
'(37, 40, [8], 2)' 2
'(10, 20, [7], 1)' 1
'(30, 38, [7], 1)' 1
'(10, 2, [22], 2)' 2
'(26, 30, [15], 2)' 2
'(32, 35, [5], 1)' 1
'(13, 33, [41], 2)' 2
'(7, 1, [32], 2)' 2
'(12, 0, [13], 2)' 2
'(4, 13, [0], 1)' 1
'(18, 25, [11], 2)' 2
'(14, 31, [32], 1)' 1
'(41, 23, [2], 2)' 2
'(25, 21, [28], 2)' 2
'(24, 23, [3], 2)' 1
'(1, 5, [40], 2)' 2
'(8, 29, [1], 2)' 2
'(36, 40, [21], 2)' 2
'(27, 25, [43], 2)' 2
'(19, 40, [8], 1)' 1
'(13, 41, [0], 1)' 1
'(23, 27, [19], 2)' 2
'(38, 34, [5], 2)' 2
'(19, 8, [6], 2)' 2
'(0, 2, [14], 2)' 2
'(29, 32, [27], 2)' 2
'(28, 38, [20], 1)' 1
'(9, 20, [42], 1)' 1
'(30, 22, [10], 2)' 2
'(19, 34, [0], 1)' 1
'(37, 38, [8], 1)' 1
'(17, 22, [26], 2)' 2
'(37, 32, [13], 2)' 2
'(22, 25, [12], 2)' 2
'(18, 43, [6], 2)' 2
'(12, 43, [10], 1)' 1
'(7, 29, [2], 1)' 1
'(42, 17, [4], 2)' 2
'(20, 36, [5], 1)' 1
'(14, 0, [41], 2)' 2
'(21, 16, [29], 2)' 2
'(21, 7, [6], 2)' 2
'(36, 10, [6], 2)' 2
'(1, 12, [17], 2)' 2
'(5, 3, [29], 2)' 2
'(16, 31, [34], 2)' 2
'(25, 28, [33], 1)' 1
'(41, 17, [11], 2)' 2
'(40, 42, [18], 1)' 1
'(27, 24, [41], 2)' 2
'(6, 9, [3], 2)' 2
'(24, 34, [18], 2)' 2
'(39, 26, [42], 2)' 2
'(11, 14, [0], 2)' 2
'(32, 31, [5], 2)' 1
'(37, 16, [13], 2)' 2
'(37, 38, [41], 1)' 1
'(31, 20, [1], 2)' 2
'(27, 15, [41], 2)' 2
'(24, 9, [43], 2)' 2
'(39, 35, [29], 2)' 2
'(9, 35, [39], 2)' 2
'(13, 14, [23], 1)' 1
'(27, 36, [17], 2)' 2
'(9, 12, [33], 2)' 2
'(9, 36, [42], 2)' 2
'(8, 28, [38], 1)' 1
'(6, 8, [10], 1)' 1
'(9, 30, [31], 1)' 1
'(19, 28, [30], 2)' 2
'(9, 18, [35], 1)' 1
'(1, 3, [28], 2)' 2
'(19, 34, [9], 2)' 2
'(6, 25, [41], 1)' 1
'(8, 12, [22], 2)' 2
'(21, 18, [36], 2)' 2
'(12, 31, [41], 2)' 2
'(21, 15, [37], 2)' 2
'(21, 25, [17], 2)' 2
'(1, 31, [0], 1)' 1
'(19, 31, [34], 1)' 1
'(33, 36, [10], 1)' 1
'(8, 19, [28], 1)' 1
'(27, 34, [43], 1)' 1
'(28, 39, [15], 1)' 1
'(36, 38, [1], 2)' 2
'(9, 24, [36], 2)' 2
'(15, 28, [2], 1)' 1
'(6, 20, [3], 2)' 2
'(38, 36, [32], 2)' 2
'(9, 20, [23], 1)' 1
'(12, 23, [39], 1)' 1
'(10, 39, [8], 2)' 2
'(31, 7, [43], 2)' 2
'(32, 35, [30], 2)' 2
'(23, 31, [8], 1)' 1
'(43, 27, [2], 2)' 2
'(19, 9, [2], 2)' 2
'(7, 29, [3], 1)' 1
'(33, 6, [38], 2)' 2
'(9, 21, [22], 2)' 2
'(27, 30, [14], 1)' 1
'(9, 33, [8], 2)' 2
'(20, 36, [39], 1)' 1
'(15, 14, [36], 2)' 1
'(31, 39, [26], 1)' 1
'(24, 8, [7], 2)' 2
'(3, 20, [25], 1)' 1
'(1, 23, [40], 2)' 2
'(27, 33, [35], 1)' 1
'(9, 26, [39], 2)' 2
'(36, 24, [3], 2)' 2
'(33, 40, [21], 1)' 1
'(9, 5, [31], 2)' 2
'(3, 16, [30], 1)' 1
'(34, 0, [37], 2)' 2
'(16, 12, [8], 2)' 2
'(27, 1, [35], 2)' 2
'(11, 37, [1], 1)' 1
